發布時間,類型,個股影響,標題,摘要
2026/06/03 12:53,當下,台達電(2308): 8; 華城(1519): 8; 士電(1503): 7; 中興電(1513): 7,台股盤中漲近千點續創高 看好AI 電力需求重電股強漲 - MSN,台股盤中大漲近千點並續創新高，市場買盤強勁。由於看好AI帶動電力需求，重電族群同步走強。
2026/06/03 12:49,展望,台積電(2330): 9,"高盛喊加碼台股，看好AI紅利延續至2028年後目標51,000點","高盛看好台股受AI題材帶動的長線成長動能，並維持加碼觀點，認為相關紅利可延續至2028年後。該機構同步上調台股長線目標至51,000點，反映對台灣科技供應鏈前景樂觀。"
2026/06/03 12:49,展望,台積電(2330): 9,"高盛喊加碼台股！看好AI紅利延續至2028年後目標51,000點 - UDN","高盛看好台股受AI題材支撐，認為相關紅利可延續至2028年，並對加權指數後市維持正向看法。該機構並給出目標51,000點，顯示對台股中長線表現具高度期待。"
2026/06/03 12:45,當下,"台積電(2330): 9, 鴻海(2317): 8",AI發威台股破四萬六！台積電與鴻海齊創天價,AI題材帶動台股強勢上攻，指數突破四萬六大關。台積電與鴻海同步創下歷史新高，成為市場焦點。
2026/06/03 12:44,當下,光通訊概念股: 7,黃仁勳點名光通訊！台股破四萬六，三檔列處置-財經焦點情報站 - CMoney投資網誌,新聞指出黃仁勳點名光通訊題材，帶動市場對相關族群的關注。另提到台股站上四萬六千點，且有三檔個股被列入處置。
2026/06/03 12:35,當下,台積電(2330): 8,台股逼近46K卻巨震1046點，AI資金熱推升市場高檔震盪,台股在AI題材資金持續湧入下逼近46K，但盤中出現超過千點劇烈震盪，顯示市場對高位承接力正在接受考驗。這則新聞主要反映資金面與情緒面推動的當下行情變化。
2026/06/03 12:29,當下,重電股(未提供代號): 8,台股盤中漲近千點續創新高 因應AI電力需求重電股強漲,台股盤中大漲近千點並持續創下新高，盤面資金聚焦題材股表現。AI帶動電力需求升溫，重電族群同步走強。
2026/06/03 12:18,當下,大華優利高填息30(00918): 7,陳重銘看00918暴力配息17%！示警台股高空別亂追：AI配高股息才是安全配置,文章聚焦陳重銘對00918高配息的看法，並提醒台股位階偏高時不宜追高。內容同時建議以AI成長股搭配高股息ETF作為較安全的資產配置。
2026/06/03 12:18,當下,"光聖(6442): 9, 華星光(4979): 9, 聯亞(3081): 9, 眾達-KY(4977): 8, 上詮(3363): 8, 波若威(3163): 8, 前鼎(4908): 8, IET-KY(4971): 8",老黃開金口Marvell暴漲逾30%　台廠光通訊股8檔亮燈攻頂 - ETtoday財經雲,NVIDIA執行長黃仁勳相關談話帶動Marvell股價大漲逾30%，市場情緒延伸至光通訊族群。台廠光通訊概念股盤中強勢走高，多檔個股亮燈攻頂。
2026/06/03 11:53,當下,凱基金(2883): 9,台股大好 金融股賺翻! 凱基金、三檔證券股同飆漲停 - UDN,台股走強帶動金融族群表現亮眼，凱基金與多檔證券股同步攻上漲停。市場資金集中流向相關金融標的，反映盤勢熱絡對券商與金控獲利預期的提振。
2026/06/03 11:45,當下,台積電(2330): 9,邁威爾飆逾三成！台積電寫天價，台股破四萬六-財經焦點情報站 - CMoney投資網誌,美股邁威爾大漲帶動半導體情緒升溫，台積電同步創下新天價。市場資金偏向權值與AI相關族群，推升台股站上四萬六千點。
2026/06/03 11:44,當下,台積電(2330): 9,台股飆漲逾800點破四萬六，台積電寫新天價,台股大盤強勢上漲逾800點，指數一舉突破四萬六千點。台積電同步創下新天價，帶動市場多頭氣氛升溫。
2026/06/03 11:28,當下,台積電(2330): 10,〈台股開盤〉「輝積」帶飛 台積電刷天價2440元 領漲近千點衝破4萬6創新高,台積電股價刷新天價2440元，帶動台股開盤大漲，指數一度衝破4萬6並創新高。市場資金明顯集中在權值股，呈現強勢開盤格局。
2026/06/03 11:26,當下,"廣達(2382): 8, 英業達(2356): 8, 仁寶(2324): 7",黃仁勳帶飛老AI股！廣達英業達大漲近8% 仁寶成交量衝台股第四大,黃仁勳相關題材帶動老AI族群走強，廣達與英業達股價大漲近8%。仁寶成交量放大並衝上台股第四大，顯示資金明顯回流AI供應鏈。
2026/06/03 11:21,當下,台積電(2330): 9,台積電股價發威推升台股3 日指數雙創歷史新高 - 理財周刊,台積電股價走強，帶動台股指數同步上攻並創下歷史新高。市場資金集中大型權值股，短線對指數表現形成明顯支撐。
2026/06/03 11:20,當下,"群創(3481): 8, 友達(2409): 7",群創60元只差臨門一腳 面板雙虎奪台股成交量冠亞軍 - Yahoo股市,群創股價逼近60元整數關卡，市場交易熱度升高，帶動面板族群成為盤面焦點。群創與友達成為當日台股成交量冠亞軍，顯示資金明顯集中於面板族群。
2026/06/03 11:13,當下,"華城(1519): 9, 士電(1503): 9, 中興電(1513): 9, 亞力(1514): 9",〈焦點股〉黃仁勳喊話「AI勞工需要電力」重電四雄滿格充電全漲停,黃仁勳提到AI發展需要大量電力，帶動市場對重電與電力設備需求的想像。重電四雄股價同步亮燈漲停，反映資金追捧相關題材。
2026/06/03 11:12,當下,泰金寶-DR(9105): 8,台股暴衝46000大關！56檔飆股強勢出列「光通訊、半導體引燃」 泰金寶-DR爆10萬張大量上攻,台股強勢衝上46000大關，盤面由光通訊與半導體族群領軍，帶動多檔個股走強。泰金寶-DR爆出10萬張大量上攻，顯示市場資金明顯追價。
2026/06/03 11:10,當下,"凱基金(2883): 9, 中信金(2891): 8, 元大金(2885): 8",金融股助攻台股漲千點 凱基金漲停 中信金.元大金強漲,金融股強勢上攻，帶動台股大漲千點。凱基金亮燈漲停，中信金與元大金同步走強。
2026/06/03 11:10,當下,"台積電(2330): 9, 廣達(2382): 8, 佳世達(2352): 8, 國喬(1312): 8",早盤快訊》台積電2430元、廣達衝425元！台股大漲939點，佳世達、國喬同步漲停,台股早盤大漲939點，權值股台積電與廣達表現強勢，帶動盤面氣氛熱絡。佳世達與國喬同步亮燈漲停，顯示資金明顯回流電子與特定題材族群。
2026/06/03 10:50,當下,台積電(2330): 9,快訊／台股大漲逾800點站上46K 台積電寫2440元新天價,台股盤中大漲逾800點，指數站上46K，再創強勢走勢。台積電股價同步走高，刷新2440元新天價。
2026/06/03 10:50,當下,台積電(2330): 9,衝破46K！台股早盤大漲逾900點 台積電衝2440元新天價,台股早盤強勢上攻，指數大漲逾900點並站上46K。台積電股價同步刷新歷史新高，來到2440元。
2026/06/03 10:40,當下,台積電(2330): 9,【Yahoo早盤】「仁來瘋」續發威！台股狂飆近千點衝上4萬6 分析師蔡明翰：慎防尾盤震盪,受AI題材與台積電帶動，台股早盤強勢大漲近千點，指數衝上4萬6。分析師提醒盤勢雖強，但尾盤仍需留意震盪風險。
2026/06/03 10:34,當下,台積電(2330): 10,台積電衝2440新高！ 台股大漲850點 衝破46000大關,台積電股價創下2440元新高，帶動台股指數大漲850點並站上46000點整數關卡。市場資金明顯集中權值股，整體盤勢偏多。
2026/06/03 10:33,當下,台積電(2330): 9,台股早盤站上46000點 台積電同步創高,台股早盤突破46000點，市場氣氛偏多。台積電同步創下新高，帶動整體指數走強。
2026/06/03 10:29,當下,台積電(2330): 10,"台積電飆新天價！ 台股狂漲逾800點站上46,000點 - Yahoo新聞","台積電股價創下新天價，帶動台股大盤強勢上攻。台股盤中狂漲逾800點並站上46,000點。"
2026/06/03 10:29,當下,台積電(2330): 9,黃仁勳金口太威了！台股開盤破46K創新高 台積電飆出2435新天價 - Yahoo新聞,"受黃仁勳相關話題激勵，台股早盤強勢大漲並站上46,000點創新高。台積電同步衝上2435元新天價，成為盤面主要領漲焦點。"
2026/06/03 10:28,當下,台積電(2330): 9,台股開盤》台積帶頭衝高、大盤衝逾700點、資金行情衝低價股曝光| 財經 - Newtalk新聞,台積電帶頭上漲，推升台股大盤開高走強，盤中漲幅一度超過700點。市場資金明顯偏向低價股，呈現資金行情特徵。
2026/06/03 10:26,當下,台積電(2330): 9,台股早盤漲逾800點續創新高台積電達2440元同步創高,台股早盤大漲逾800點，指數持續改寫新高。台積電同步走高至2440元，帶動大盤上攻。
2026/06/03 10:26,當下,台積電(2330): 10,台股早盤漲逾800點續創新高 台積電漲60元同步創高 - Yahoo新聞,台股早盤大漲逾800點，指數持續改寫新高。台積電同步大漲60元並創下新高，帶動盤面氣氛偏多。
