發布時間,類型,個股影響,標題,摘要
2026/06/03 16:50,當下,,台股盤後大漲901點站上46000關卡，AI與重電族群領軍多頭,台股今日盤後大漲901.85點，成功站穩46000點關卡並突破五日線，寫下強勢收盤表現。盤面在AI題材帶動下持續升溫，重電、電機機械、電器電纜以及數位雲端等族群同步走強，成為推升大盤的重要動能。
2026/06/03 16:33,當下,,三大法人合計買超台股515.65億元，資金動能明顯轉強,三大法人今日合計買超台股515.65億元，顯示法人資金持續回流，對台股後市維持偏多看法。隨著買盤力道增強，市場整體資金動能也同步升溫，有助支撐大盤延續強勢。
2026/06/03 15:48,當下,,AI題材支撐台股續創新高，新台幣同步量縮走升,在AI題材持續發酵下，台股延續上攻動能並再創新高，市場買氣維持熱絡。同時新台幣呈現量縮走升格局，暫收31.417元，反映匯市交投相對清淡。
2026/06/03 15:45,當下,,台股創高帶旺資產效應，投資人持股市值同步水漲船高,台股指數持續創下新高，市場資產水位也跟著上升。相關報導指出，不少投資人持股市值明顯增加，反映多頭行情下的資產增值效應。
2026/06/03 15:31,展望,,台股基金績效亮眼，138檔跑贏大盤、37檔報酬翻倍,根據鉅亨買基金統計，目前共有138檔台股基金績效跑贏大盤，其中37檔更繳出報酬翻倍成績。業者建議投資人可順勢布局、跟隨趨勢操作，不必因短線漲多而過早停利。
2026/06/03 14:35,當下,台積電(2330): 9,台股與台積電雙雙創下收盤新高，大盤大漲901點站穩46K,台股加權指數今日大漲901點，順利站上46000點關卡並刷新收盤歷史新高，台積電也同步飆升創下新天價，成為推升大盤攻高的關鍵權值股。整體盤勢呈現權值與題材股齊揚的強勢格局。
2026/06/03 13:28,展望,,高盛看好AI題材發酵，台股與韓股後市受關注,高盛指出，AI類股後續仍可能持續帶動台股與韓股表現，預期相關科技股有望受惠於AI需求成長。市場後市焦點將持續放在AI供應鏈與科技成長動能。
2026/06/03 13:17,當下,"華城(1519): 9
士電(1503): 9
中興電(1513): 9
華邦電(2344): 0
群創(3481): 0",台股盤中飆逾900點攻上46465點，重電族群漲停領軍,台股盤中一度大漲逾900點，攻上46465點，市場買盤集中在重電族群，華城、士電與中興電同步亮燈漲停，成為盤面最強焦點。華邦電與群創走勢也受到市場關注，但盤勢主軸仍以重電與強勢權值題材為主。
2026/06/03 13:10,當下,國巨(2327): -4,國巨遭分盤處置後股價跌逾4%，市場觀望進場時機,國巨因遭分盤處置，股價盤中下跌逾4%，引發市場討論後續是否逢低承接。分析師則認為，若看好後市可先以小量試單方式布局，但短線波動仍需留意。
2026/06/03 11:35,當下,,台股大漲創高引發投資人焦慮，擔心賣飛成最大心魔,台股持續強勢上攻，但有部分投資人反而因為帳上獲利增加而感到焦慮，主要是在紙上富貴與怕賣飛之間進退兩難。市場高檔時的心理壓力，也成為投資人熱議話題。
2026/06/03 11:12,當下,泰金寶-DR(9105): 7,台股攻上46000點大關，光通訊與半導體題材齊發酵，泰金寶-DR爆量上攻,台股強勢突破46000點大關，盤面共有多檔飆股同步走強，光通訊與半導體族群成為推升盤勢的主力題材。泰金寶-DR更出現逾10萬張大量，帶動股價明顯上攻。
2026/06/03 10:40,當下,,仁來瘋行情延燒，台股狂飆近千點再創歷史新高,受惠COMPUTEX題材持續發酵，台股早盤延續「仁來瘋」行情，盤中一度狂飆近千點衝上4萬6千點，終場以大漲901點收在46459點再創歷史新高。光通訊與重電族群表現亮眼，但分析師也提醒尾盤仍須留意震盪風險。
2026/06/03 10:15,當下,台積電(2330): 9,台積電開盤衝天價帶動台股大漲逾850點，直逼46400點,台積電開盤即創下歷史新高，強力拉抬台股指數大漲逾850點，盤勢一度直逼46400點關卡。市場情緒持續偏多，權值股領軍格局明顯。
2026/06/03 09:06,當下,,台股投資人年齡與性別熱度有差異，開戶資料透露進場輪廓,根據台股開戶資料觀察，男性與女性投資人熱衷進場的年齡層確實存在差異，其中某個年齡帶成為明顯分水嶺。這也反映不同族群在投資行為與參與時點上的差異。
2026/06/03 08:51,展望,"台積電(2330): 7
富世達(6805): 6
旺宏(2337): 6
藥華藥(6446): 6",COMPUTEX題材持續加持台積電與伺服器族群，法人聚焦業績股,COMPUTEX展會題材持續為台積電與伺服器代工族群增添想像空間，櫃買市場則出現劇烈洗盤。法人目前聚焦業績表現良好的個股，包括富世達、旺宏與藥華藥，後續表現值得留意。
2026/06/03 04:00,展望,台積電(2330): 7,輝達GTC與COMPUTEX點火科技股，台積電成台股續攻主力,受輝達GTC與COMPUTEX科技展題材帶動，市場看好台積電將持續扮演台股上攻靠山。法人預期台股仍有機會朝5萬點方向推進，並帶動相關族群出現補漲行情。
2026/06/02 23:24,展望,,外資持有台股市值占比逼近五成，市場關注是否邁入新時代,外資台股市值占比已來到49.99%，幾乎壓線五成，市場關注後續是否正式邁入外資持股過半的新階段。這也顯示外資對台股長線布局態度持續積極。
