發布時間,類型,個股影響,標題,摘要
2026/06/04 08:59,當下,,台股中小型公司5月營收速報出爐 新增54家登榜,6月4日台股中小型公司5月營收速報更新，共新增54家企業列入觀察名單，後續可留意相關個股營運表現與市場反應。
2026/06/04 08:48,當下,"國巨(2327): 9
聯電(2303): 9
可成(2474): 8
宏碁(2353): 8
華碩(2357): 8",國巨、聯電交投火熱帶動台股ETF話題 可成、宏碁、華碩同步亮燈助攻,國巨與聯電強勢大漲，帶動相關台股千億級ETF再添人氣，並在可成、宏碁、華碩等個股亮燈漲停助攻下，盤面多頭氣勢持續升溫。
2026/06/04 08:45,展望,"南亞科(2408): 6
信邦(3023): 6
邁達特(6112): 6",台股創高後盤前聚焦月營收創高族群 南亞科、信邦、邁達特受關注,台股在法人連買推升下持續改寫新高，盤前市場焦點轉向重電與證券族群輪動，同時鎖定月營收創12個月新高的南亞科、信邦與邁達特等個股，觀察後續表現。
2026/06/04 08:21,展望,,美股轉弱、油價飆升 台指夜盤急跌 台股開盤恐面臨回檔壓力,受油價走高與美股表現不佳影響，台指期夜盤盤前急跌，市場預期台股今日開盤將承受明顯賣壓，短線可能進入修正整理。
2026/06/04 08:20,當下,,台股續創歷史新高 前20大企業市值全數突破兆元,台股延續強勢走勢再創歷史新高，市場熱度居高不下，前20大企業市值也全面站上兆元門檻，凸顯資金行情與大型權值股的強勁撐盤力道。
2026/06/04 08:15,當下,聯電(2303): -5,台股創高後遇美股亂流 外資轉向調節記憶體與聯電,台股在高檔之際遇上美股震盪，外資趁勢調節部位，其中聯電與記憶體族群成為主要提款標的，盤面籌碼面出現降溫跡象。
2026/06/04 07:18,當下,,凱基推主動式產品 台股ETF不配息話題受關注,凱基相關產品主打主動式操作策略，同時市場也關注台股ETF出現不配息現象，顯示ETF商品設計與投資偏好正在持續變化。
2026/06/04 06:35,當下,,台股連四日飆漲站上4萬6 注意股與處置股增至99檔,"台股連續4個交易日累計大漲2,824點，強勢站上46,000點關卡，但隨著交易熱度升高，上市櫃被列入注意股與處置股的檔數也快速攀升至99檔。"
2026/06/04 06:11,當下,,台股大漲創高 外資買超逾百億卻大砍特定個股5萬張,台股指數猛攻創下歷史新高，外資雖大舉買超市場，但同時也對單一個股展開大幅調節，賣超張數逼近5萬張，導致該股盤中明顯承壓。
2026/06/04 05:36,展望,,"高盛喊加碼台股 目標上看51,000點","高盛最新報告看好台股後市，維持「加碼」評等並將目標指數調高至51,000點，認為台股仍有約10%的上行空間，資金行情可望延續。"
2026/06/04 05:31,當下,,"台股連四天創高 累計波段大漲逾2,800點","台股強勢延續多頭格局，已連續四個交易日寫下新高，累計漲幅超過2,800點，市場氣氛持續亢奮。"
2026/06/04 05:23,當下,台積電(2330): 9,黃仁勳喊話帶旺AI情緒 台股與台積電同步創高,輝達執行長黃仁勳釋出AI樂觀展望，帶動市場信心升溫，推升台股大盤與台積電雙雙改寫歷史新高。
2026/06/04 04:00,展望,,法人看台股6月仍有上攻空間 但先漲後震盪機率升高,多位市場專家認為台股多頭尚未結束，6月行情仍有機會續攻，但短線也可能出現先漲後震盪的走勢，操作上宜兼顧追價風險與資金控管。
2026/06/04 04:00,當下,,台股市值型ETF齊揚 受惠大盤創高走勢續強,隨著台股持續創高，市值型ETF同步走揚，顯示大型權值股與整體大盤強勢表現持續帶動相關ETF人氣。
2026/06/04 02:46,當下,,電金雙強推升大盤攻上46K 千金股數量回升至52檔,"電子與金融權值股同步發威，推升台股攻上46,000點大關，高價千金股檔數也回升至52檔，顯示多頭擴散效應持續。"
2026/06/04 02:22,展望,,"高盛再度看多台股 目標指數上看51,000點","高盛證券發布看多台股報告，維持加碼評等並上修目標指數至51,000點，認為台股後市仍有可觀的漲升空間。"
2026/06/04 01:53,展望,,台股狂飆引發末升段疑慮 谷月涵與謝金河同步示警風險,在台股持續狂漲之際，谷月涵與謝金河先後提醒市場可能已進入高檔末升段，投資人需留意短線修正與風險控管。
2026/06/04 00:15,當下,,台股新增12檔處置股 面板與被動元件熱門股入列,台股再新增12檔處置股，其中包含面板族群中的兩檔個股以及一檔被動元件飆股，反映近期市場交易熱度升高、短線波動加劇。
2026/06/03 23:20,當下,,"阮慕驊公開對帳單 台股獲利逾2,000萬回擊酸民","財經名嘴阮慕驊不滿外界質疑，公開四大證券帳戶對帳單，證明自己在台股上累積獲利逾2,000萬元，強勢回應酸民挑戰。"
2026/06/03 22:21,展望,,台股是否進入末升段？謝金河點出兩大觀察關鍵,針對台股是否已邁入末升段，謝金河提出後續觀察的兩大關鍵，提醒投資人要密切留意市場變化與風險訊號。
2026/06/03 22:19,當下,"群創(3481): -3
廣達(2382): -3",AI熱潮推升注意與處置股群創、廣達等大熱門同步入列,AI題材持續發酵帶動台股劇烈波動，上市櫃共有99檔個股被列入注意股與處置股，其中群創、廣達等市場關注度高的熱門股也名列其中。
2026/06/03 21:59,當下,,台股創新高 外資調節記憶體、資金轉向金融股,台股改寫歷史新高之際，外資同步進行持股調整，記憶體三巨頭成為主要調節對象，資金則明顯轉向金融族群。
2026/06/03 21:46,展望,,外媒點名台灣一檔神祕標的 稱若遇股災仍具防禦力,外媒點名台灣某檔個股，認為即使市場面臨大幅回檔或崩盤風險，該標的仍具備相對強的抗跌能力與防禦價值，引發市場好奇。
2026/06/03 20:57,展望,,台股過熱疑慮升高 生技族群被視為下一波避風港,市場對台股高檔過熱的疑慮升溫，資金是否轉向具防禦性的生技族群，成為盤面下一階段的重要觀察焦點。
2026/06/03 20:45,展望,,台股站上4.5萬後還能追嗎？專家提醒高檔最忌一動作,台股突破4.5萬點後，市場熱議是否仍適合進場。專家提醒，投資人在高檔若做出錯誤操作，對整體資產的傷害可能遠比單純追高還大。
2026/06/03 19:08,當下,,台股8檔遭列處置股 其中5檔為第二次入列,台股共有8檔上市櫃股票因漲幅過大或交易異常遭列處置股，其中5檔更是第二次入列，顯示短線交易熱度仍高。
2026/06/03 19:00,展望,,台股主升段尚未走完 市場聚焦後續上攻力道,市場分析認為，台股目前並非只是在挑戰五萬點整數關卡，更重要的是主升段行情是否仍未結束，後市多頭動能仍備受期待。
2026/06/03 18:21,當下,,台股錢淹腳目 連4日創高攻破46000點,"台股資金行情火熱，指數連續4天創下歷史新高並成功攻破46,000點大關，盤中更有超過百檔個股漲停，凸顯市場多頭氣勢旺盛。"
2026/06/03 17:41,當下,,外資追高助攻台股暴衝逾900點 市場憂高檔震盪加劇,在外資追高買盤帶動下，台股大漲逾900點並站穩4萬6大關，輝達CPO與重電族群同步走強，但市場也開始擔憂尾盤震盪與短線回檔風險。
2026/06/03 17:32,展望,,谷月涵自曝零持股示警高點 網友反而看多台股5萬點,谷月涵表示自己已無持股並提醒投資人不要賺最後一滴水，直言市場可能接近高點；但網路上不少人反將此視為反指標，認為台股後市仍有上攻空間。
2026/06/03 16:11,當下,,台股衝破46K 金融概念股強勢漲停帶動人氣,"台股指數衝破46,000點後，金融族群及受惠概念股表現搶眼，其中三檔個股強勢攻上漲停，市場交投熱度明顯升溫。"
2026/06/03 16:01,當下,,台股狂飆引發賣飛焦慮 投資人面臨紙上富貴心魔,台股大漲之際，部分投資人雖帳面獲利亮眼，卻因擔心賣出後股價繼續上漲而遲遲不敢落袋，形成典型的「紙上富貴」與賣飛焦慮。
2026/06/03 15:31,當下,,黃仁勳效應外溢 日本股市大漲創高 日股ETF同步飆升,輝達執行長黃仁勳掀起的AI熱潮不只帶旺台股，也推升日股大漲2000點創新高，相關日股ETF跟著強勢走揚，漲幅逾9%。
2026/06/03 15:15,展望,,谷月涵再示警台股末升段 網友卻喊五萬點穩了,谷月涵示警台股可能進入末升段並透露已空手，提醒投資人別賺最後一滴水；不過市場反應兩極，部分網友反而認為這意味台股後市仍有機會再衝高。
2026/06/03 11:35,當下,,台股大漲引發散戶心情兩極 紙上富貴與賣飛焦慮成熱議,台股持續大漲，但不少投資人卻因帳面獲利與害怕賣飛而感到焦慮，市場情緒在樂觀與不安之間拉鋸，反映高檔行情下的散戶心態。
2026/06/03 11:34,展望,,台股超車印度後續看俏 專家建議可擇機加碼,台股近期表現亮眼並超越印度股市，市場專家認為目前仍具延續性，並建議投資人可視情況加碼布局。
2026/06/03 10:15,當下,台積電(2330): 9,"台積電開盤創天價 帶動台股飆漲直逼46,400點","台積電開盤即刷新歷史天價，成為台股大漲的重要推手，帶動加權指數勁揚超過850點，盤勢直逼46,400點關卡。"
2026/06/03 10:04,當下,,台股開戶數突破1500萬 年輕族群積極投入市場,台股開戶人數正式突破1500萬大關，其中0到19歲年輕族群的開戶數引起關注，顯示全民投資與年輕化趨勢持續升溫。
2026/06/03 08:51,展望,"台積電(2330): 7
富世達(6805): 6
旺宏(2337): 6
藥華藥(6446): 6",COMPUTEX持續加持台積電與伺服器代工 盤前聚焦富世達、旺宏、藥華藥,COMPUTEX展會持續為台積電與伺服器代工族群加溫，盤前也聚焦業績表現亮眼、獲法人關注的富世達、旺宏與藥華藥等個股。
2026/06/02 23:24,展望,,外資持股占台股市值逼近五成 後市挑戰「過半」時代,外資在台股的市值占比已達49.99%，逼近五成關卡，顯示外資對台股資金與籌碼面的影響力持續升高，市場也開始關注是否進入外資過半的新時代。
2026/06/02 23:06,當下,,台股衝高卻有投資人對帳單慘綠 單一持股重摔32%,台股大盤屢創高點，但有網紅曬出慘綠對帳單，其中一檔持股重挫32%，形成與大盤強勢走勢的強烈對比，也引發網友熱議。
2026/06/02 18:51,當下,,台股ETF績效榜洗牌 0050面臨挑戰 另有ETF暴漲115%,最新台股ETF績效排行榜出爐，指標型0050表現受到挑戰，反而有另一檔ETF波段漲幅高達115%，成為市場焦點。
2026/06/02 18:00,展望,,"三大利多助攻 台股6月行情上看46,000點","在三大利多因素持續發酵下，市場看好台股6月行情有望延續攻勢，目標挑戰46,000點大關。"
2026/06/02 17:00,當下,,台股站上4.5萬後還抱股？技術派與千萬獲利族群引熱議,台股加權指數突破4.5萬點後，市場熱議是否該續抱，部分投資人分享靠技術分析與長抱策略累積千萬獲利，引發網路高度討論。
2026/06/02 16:20,當下,台積電(2330): 8,台股大漲逾400點 台積電強攻與記憶體族群同步走高,台股勁揚逾400點，台積電大漲40元成為主要推升力道，記憶體族群也同步出現強勢表現，帶動盤面人氣升溫。
2026/06/02 12:58,展望,,台股衝破4.5萬創高 中經院示警回檔風險,"台股狂飆衝上45,000點新高後，中經院提醒後續仍有回檔修正的風險，但市場多認為此前類似警告屢見不鮮，行情是否延續仍待觀察。"
