發布時間,類型,個股影響,標題,摘要
2026/06/05 10:30,當下,南亞科(2408): -9,費半重挫引爆記憶體賣壓，南亞科領跌電子上游族群,受博通財報與財測不如預期拖累，費城半導體指數大幅震盪下挫，台股電子上游同步承壓，記憶體製造族群盤中急殺近一成，由南亞科領跌，市場信心明顯轉弱。
2026/06/05 10:30,當下,台積電(2330): -8,費半急跌拖累台積電翻黑，台股半導體族群全面承壓,美國半導體股因博通財報與財測失色而走弱，費城半導體指數大跌後雖一度收斂，但仍重創台股信心，台積電開盤後由紅翻黑並持續走低，成為盤面壓力焦點。
2026/06/05 10:19,當下,,台股開盤急殺逾千點，市場恐慌賣壓全面湧現,台股早盤上演劇烈震盪，加權指數開盤後一度急挫超過1000點，顯示市場賣壓沉重，投資人情緒明顯轉趨保守。
2026/06/05 10:19,當下,"力積電(6770): -3
麗正(2302): -3
安馳(3528): -3",處置股新增名單出爐，力積電、麗正、安馳入列交易受限,台股新增處置股名單，力積電、麗正與安馳等個股新入列，後續交易將受到人工管制與流動性限制，短線股價波動恐加劇。
2026/06/05 10:09,展望,,費半急殺後收斂，台股多頭能否守住關鍵支撐成焦點,美股費城半導體指數雖出現急跌後收斂，但半導體修正壓力仍在，市場關注台股能否抵擋外圍震盪，維持多頭格局並守住短線支撐。
2026/06/05 09:44,當下,,博通財報失色重擊半導體，資金轉向防禦與道瓊創高,博通最新財報表現不如預期，衝擊美國半導體族群走弱，科技股承壓之際，市場資金也開始轉向傳統產業與防禦性板塊，推升道瓊工業指數創下新高。
2026/06/05 09:34,當下,,黃仁勳背板概念ETF受散戶追捧，AI題材持續發燒,市場對黃仁勳相關AI題材熱度不減，帶動背板概念ETF成為散戶追逐焦點，反映資金仍持續偏愛AI與半導體相關投資主軸。
2026/06/05 09:02,當下,,國泰費城半導體(00830)個股概覽,提供國泰費城半導體(00830)的個股概覽與相關資訊。
2026/06/05 08:43,展望,,博通重挫引發AI半導體分歧，台股ASIC與記憶體族群受牽動,博通財報後股價重挫，帶動AI半導體族群出現明顯分歧，市場預期今日台股ASIC與記憶體族群的資金流向與表現將受到外圍震盪影響。
2026/06/05 08:19,展望,,美國半導體股短線修正，台股週五盤勢恐陷震盪,受到美國半導體股短線修正影響，市場預期台股週五將進入震盪整理格局，短線資金操作氣氛偏保守。
2026/06/05 07:22,展望,,台指夜盤小漲，台股早盤有望力拚止跌反攻,台指期夜盤上漲32點，市場原本期待台股開盤後有機會止跌回穩，嘗試展開反攻。
2026/06/05 07:18,當下,台虹(8039): 8,主力大戶追捧助攻，台虹11天強漲58%成盤面焦點,台虹受到主力與大戶資金積極追捧，股價在短短11個交易日大漲58%，成為市場熱議的強勢飆股。
2026/06/05 05:44,當下,,博通重挫拖累晶片股，台股承受賣壓失守4萬6,受博通股價重挫影響，美股晶片族群全面承壓，台股同步遭遇賣壓，盤勢走弱並失守4萬6千點大關。
2026/06/05 05:10,展望,台積電(2330): 9,魏哲家看好未來發展，喊話投資人續抱台積電,台積電董事長魏哲家對公司未來幾年展望表達高度樂觀，並公開建議投資人可繼續買進或持有台積電股票，強化市場信心。
2026/06/05 04:44,當下,,博通財報失利引爆美晶片股修正，半導體資金輪動加速,博通財報表現不佳，拖累美國晶片股與費城半導體指數走弱，市場資金因此出現明顯輪動，半導體族群進入修正整理。
2026/06/05 04:00,當下,,AI與半導體題材升溫，百億級台股市值型ETF同步走強,AI與半導體熱度持續加溫，帶動百億級台股市值型ETF表現強勢，相關資產受資金追捧。
2026/06/05 03:45,當下,"台積電(2330): 1
聯電(2303): 0",博通重挫拖累半導體，台積電相對抗跌、聯電放量受關注,博通股價重挫帶動半導體板塊承壓，但台積電表現相對抗跌，聯電則出現爆量交易，顯示盤面在修正中仍有個股分歧。
2026/06/05 02:44,當下,,博通財測不佳拖累費半，台股重挫並出現資金輪動,博通財測失準使費城半導體指數下跌，進一步引發台股重挫，盤面資金也同步轉向其他族群，呈現輪動態勢。
2026/06/05 02:15,當下,,博通財測失準重擊費半，台股半導體族群走勢分歧,博通財測不如預期重擊費城半導體指數，台股也因此承壓，半導體族群出現明顯強弱分歧。
2026/06/05 01:54,當下,,當沖熱度升溫，主管機關提醒留意保證金風險,股市當沖交易持續熱絡，相關單位提醒投資人應備妥足夠保證金，以降低交易風險與違約疑慮。
2026/06/05 01:34,展望,,就市論勢：半導體與金融分散布局成防守主軸,在當前市況下，分析師建議投資人可考慮分散布局半導體與金融兩大產業，兼顧成長與防禦配置。
2026/06/04 23:59,展望,,AI狂潮帶動半導體續熱，台灣經濟呈現K型分化,台灣經濟持續朝「非常態K型經濟」發展，AI與半導體產業熱度居高不下，但傳統產業仍面臨壓力，整體景氣呈現兩極化走勢。
2026/06/04 23:56,當下,,股市獲利未明顯流入房市，政策管制持續堵住熱錢,專家指出，雖然投資人從股市獲利不少，但在房市政策持續收緊下，熱錢並未大舉流向房地產市場。
2026/06/04 23:44,展望,台積電(2330): 8,台積電擴建美台雙軸產能，迎戰半導體強勁需求,台積電持續擴建美台兩地產能，以因應半導體市場的強勁需求，反映公司對未來成長動能抱持正面看法。
2026/06/04 22:49,展望,,AI股權重過半帶動台股奔馳，半導體成新一波焦點,台股在AI題材推升下持續強勢，相關權重已過半，市場也聚焦半導體族群在新一輪行情中哪些個股有望接棒成長。
2026/06/04 21:53,展望,,台股短線漲多外資空單高掛，市場提防回檔風險,台股近期急漲，但外資期貨淨空單累積至6.4萬口以上，顯示市場仍有獲利了結與拉回壓力，投資人宜適度減碼。
2026/06/04 21:11,當下,,台股大型公司5月營收速報更新，新增4家企業資料,彙整2026年6月4日台股大型公司5月營收公布狀況，本次速報新增4家公司的最新營收數據。
2026/06/04 19:39,展望,,資金過度追捧半導體，市場警惕泡沫風險再現,市場資金高度集中在半導體族群，使部分優質個股遭到冷落，專家提醒這種極端現象可能讓人聯想到網路泡沫時期的風險。
2026/06/04 19:38,展望,台積電(2330): 8,魏哲家看好台灣半導體優勢，直言競爭力可長期維持,台積電董事長魏哲家對台灣半導體產業實力充滿信心，認為外國難以複製台灣模式，且台灣在半導體領域的競爭優勢將可長期維持。
2026/06/04 18:19,展望,,美股超級IPO吸金在即，韓國半導體漲勢恐受壓抑,市場關注美股即將登場的超級IPO案，擔憂其吸金效應可能排擠亞洲科技資金，進而壓抑韓國半導體股後續漲勢。
2026/06/04 18:00,展望,,Broadcom財測未達預期，歐洲半導體股全面承壓,博通釋出的最新財務預測未能符合市場高度預期，拖累歐洲半導體類股普遍走弱，相關個股同步承受賣壓。
2026/06/04 17:52,當下,,證交所攜手上市公司，強化台灣AI與半導體國際能見度,台灣證交所攜手國內上市公司，共同向全球市場展現台灣在AI與半導體產業鏈中的核心地位與關鍵競爭力。
2026/06/04 17:27,展望,,亞洲科技股站上風口，科技基金配置成投資焦點,市場持續關注亞洲科技股後市表現，相關研究也針對四檔亞洲科技基金進行比較，提供投資人作為配置參考。
2026/06/04 17:13,當下,,穆迪維持台灣Aa3信評，央行強調半導體供應鏈主導地位,國際信評機構穆迪維持台灣主權信用評等為Aa3，央行表示，這反映出台灣在半導體供應鏈中的關鍵地位與穩健的出口、財政表現。
