發布時間,類型,個股影響,標題,摘要
2026/06/05 07:12,當下,"CrowdStrike(CRWD): 8
輝達(NVDA): 1",CrowdStrike財報優於預期、上調指引並延攬AI高管,"CrowdStrike公布2027財年第一季強勁業績，營收13.9億美元、淨利2,777萬美元成功扭虧為盈，並上調全年營收展望。公司也宣布將於2026年7月初進行1拆4股票分割。此外，前NVIDIA工程主管Bartley Richardson博士加入擔任首席AI與自主系統長，主導「Security AGI」與自主網路防禦發展，深化AI戰略布局。"
2026/06/05 07:07,展望,"嘉信高股息ETF(SCHD): 6
SCHD: 6",SCHD高股息ETF是否仍值得買進？,嘉信美股高股息ETF（SCHD）今年強勢反彈，表現亮眼。儘管科技股仍主導市場走勢，但SCHD仍具備上行空間，對於追求穩定股息與價值型投資的投資人而言，是值得關注的標的。
2026/06/05 07:07,展望,"美光(MU): 8
輝達(NVDA): 4
三星(競爭對手): -3",摩根士丹利對美光提出新的樂觀看法,美光科技(MU)股價過去一年讓投資人收穫豐厚，尤其是早期看好AI記憶體題材的投資人。從漲幅來看，美光股價過去一個月飆漲近100%，過去六個月累計漲幅超過350%。摩根士丹利近期對美光提出新的樂觀展望，反映AI需求帶動高頻寬記憶體(HBM)及DRAM市況持續強勁。
2026/06/05 07:04,當下,"博通(AVGO): -5
Ciena(CIEN): -6
輝達(NVDA): 4
微軟(MSFT): 3",道瓊創新高，AI股無視博通與Ciena賣壓；就業報告來襲,道指期貨盤後變動不大，標普500與那斯達克期貨亦持平。5月非農就業報告將於週五開盤前公布。當日道瓊指數受油價下跌與美債殖利率回落帶動，攀升至歷史新高。AI類股無視博通(AVGO)與Ciena(CIEN)財報後賣壓，展現強勢。
2026/06/05 06:28,當下,"博通(AVGO): -7
輝達(NVDA): -5
超微(AMD): -4
台積電(TSM): -4
美光(MU): -3",美股6月4日：道瓊創新高，科技股疲弱,博通(AVGO)發布偏弱的AI展望，衝擊整體晶片股表現，但道瓊工業指數仍在傳產與防禦性類股帶動下續創歷史新高，反映資金由科技股輪動至傳統價值股。
2026/06/05 06:23,當下,"博通(AVGO): -9
輝達(NVDA): -5
超微(AMD): -4
美光(MU): -3
台積電(TSM): -4
邁威爾(MRVL): -5",博通AI展望未達高預期引發股價暴跌,2026年6月4日，博通(AVGO)財報後出現歷史性的拋售，AI業務展望未能滿足投資人的高度期待，引發市場重新評估整個晶片類股的AI成長假設。此事件衝擊AI半導體族群的投資情緒，投資人擔憂AI資本支出與營收增速可能不如預期。
2026/06/05 06:22,當下,"博通(AVGO): -9
聯合健康(UNH): 3
Meta(META): 2
Pinterest(PINS): 2
Rumble(RUM): 2
輝達(NVDA): -4
超微(AMD): -4",道瓊創歷史新高、標普上漲，油價下跌；晶片股疲弱拖累那斯達克,美股表現分化，道瓊指數創歷史新高，標普500同步走升，主要受油價下跌帶動。然而那斯達克指數因晶片股疲弱而承壓，博通(AVGO)股價重挫近13%，拖累那斯達克100指數走低。市場焦點集中於AVGO、UNH、META、PINS、RUM等個股。
2026/06/05 06:19,展望,"Vistra(VST): 8
Meta(META): 3",Vistra透過Cogentrix併購與AI資料中心電力協議重塑成長動能,Vistra完成對Cogentrix天然氣資產的收購，擴大發電版圖。公司持續擴展長期核能供電合約，包括新簽訂供應Meta資料中心電力需求的協議，並推動Perry核電廠重啟，為AI驅動的電力需求提供更多基載產能。股價現報153.7美元，五年回報率龐大，反映公司戰略性轉型。
2026/06/05 06:17,展望,,兩檔值得長期持有的網路股與一檔面臨挑戰的個股,線上購物與社群媒體等長期趨勢推動消費者網路產業發展，但消費者購買力左右需求動能。過去六個月該產業下跌17.4%，與標普500上漲11%形成強烈對比，市場對前景看法偏空。分析師點名兩檔具長期潛力的網路股值得布局，另有一檔面臨營運挑戰需謹慎看待。
2026/06/05 06:05,展望,ARK Innovation ETF(ARKK): 5,想搶先投資SpaceX、Anthropic、OpenAI等熱門IPO？這檔基金是你的選擇,ARK Venture Fund提供散戶提前佈局尚未上市熱門新創的管道，包含SpaceX、Anthropic與OpenAI等AI與太空領域指標性私募公司。透過此基金，投資人可在IPO前取得這些高成長企業的曝險部位，分享未來上市潛在報酬。
