發布時間,類型,個股影響,標題,摘要
2026/06/15 04:30,展望,Lumentum(LITE): 8,Lumentum獲JPMorgan力挺，AI光學網路投資論點維持不變,JPMorgan於6月11日重申Lumentum Holdings(LITE)「增持」評級，並維持目標價不變。該行認為，市場對共同封裝光學(co-packaged optics)採用進度的擔憂過度，近期光學網路類股回檔後，Lumentum的AI光學網路成長論點仍然完整。
2026/06/15 04:28,當下,Ciena(CIEN): 8,Ciena AI連線需求轉強，營收能見度提升,Ciena在6月4日公布2026財年第二季營收15.7億美元，年增40%，調整後每股盈餘1.64美元，較去年同期大增290%。公司最新財報顯示，AI驅動的連線需求正在轉化為更強的營收可見度，也強化其在AI網路基礎建設中的地位。
2026/06/14 04:30,當下,Ciena(CIEN): 6,Ciena發行25億美元可轉債，強化供應鏈與資本運用,Ciena在6月9日定價發行25億美元、2031年到期的0.00%可轉換優先票據，規模高於原先宣布的20億美元。此舉有助於提升供應鏈產能與資本配置彈性，也反映公司持續透過資本市場支援成長與股東價值回饋。
2026/06/13 21:03,當下,Ciena(CIEN): 4,Ciena財報品質受肯定，但股東對近期業績仍失望,市場對Ciena上週公布的財報反應仍偏保守，雖然部分財務品質受到肯定，但投資人普遍認為業績結果不如預期。整體而言，該消息屬於對近期財報的延伸解讀，反映市場對Ciena短線表現的分歧。
2026/06/15 04:28,展望,"Vertiv(VRT): 8
輝達(NVDA): 6",Vertiv數位孿生技術進展，AI工廠演變為基礎設施題材,Vertiv於6月1日宣布，其Vertiv SmartRun生產級數位孿生功能已整合至NVIDIA Omniverse DSX Blueprint。這顯示AI工廠正從應用題材進一步轉化為基礎設施投資主軸，並凸顯Vertiv在資料中心電力與冷卻設備領域的戰略位置。
2026/06/14 04:30,展望,Vertiv(VRT): 6,Vertiv配息政策穩健，持續受高成長題材追捧,Vertiv董事會於6月3日核准每股0.0625美元的季度現金股利，預計6月25日發放，除息資格日為6月15日。公司持續展現穩定配息成長，並維持作為AI基礎設施與資料中心電力、冷卻系統供應商的投資吸引力。
2026/06/14 00:49,當下,Vertiv(VRT): 4,市場熱議是否該賣出Vertiv，高估值壓力成焦點,文章討論Vertiv是否仍適合續抱或應考慮賣出，重點聚焦在其被知名基金經理人看好、以及AI資料中心電力與冷卻需求帶動的長期敘事。雖然公司基本面仍受追捧，但股價大漲後的估值壓力也成為市場關注焦點。
2026/06/13 22:41,當下,Vertiv(VRT): 5,Vertiv股價是否仍具吸引力，估值成為關鍵考驗,市場圍繞Vertiv是否仍為值得買進的股票展開討論。雖然其在AI資料中心電力與冷卻系統領域具備優勢，但高估值已相當明顯，投資人需要在成長前景與價格風險之間做出權衡。
2026/06/14 04:34,展望,AeroVironment(AVAV): 7,AeroVironment投資1500萬美元擴產，強化先進製造能力,AeroVironment於6月2日宣布，將投資1500萬美元擴大俄亥俄州Greene County一帶的先進生產能力，涵蓋Beavercreek與Xenia新設施，用於支援試產與中量產。此舉有助於公司擴充產線與承接更多國防及自主系統相關訂單。
2026/06/15 00:45,當下,AeroVironment(AV): 7,AeroVironment推出TOM 50 RE，強化偵察與排爆任務布局,AeroVironment宣布推出TOM 50 RE，一款可背負式無人地面載具(UGV)，由旗下Telerob開發，主要用於快速偵察與爆裂物處理。新產品進一步鞏固公司在自主系統與國防機器人市場的產品線。
