發布時間,類型,個股影響,標題,摘要
2026/06/03 23:07,展望,"美光(MU): 9
SanDisk(SNDK): 9
三星ADR相關: 6
西部數據(WDC): 7",摩根士丹利大幅上調美光與SanDisk目標價，預期記憶體供應緊張將持續2-3年,"摩根士丹利將美光目標價從520美元大幅上調逾一倍至1,050美元，SanDisk目標價從1,100美元上調至1,750美元。該行表示記憶體市場需求持續超過供給，短期內無緩解跡象，供應緊張態勢預計將延續2-3年。此舉反映華爾街對記憶體產業景氣循環的高度樂觀，DRAM與NAND供需失衡將支撐廠商定價能力與獲利表現。"
2026/06/03 23:07,展望,"美光(MU): 9
SanDisk(SNDK): 9
三星(相關競爭): 0",摩根士丹利大幅上調美光與SanDisk目標價，預期記憶體緊俏將持續2-3年,"摩根士丹利將美光目標價從520美元翻倍上調至1,050美元，SanDisk目標價從1,100美元上調至1,750美元。該行表示，記憶體市場需求持續超過供給，短期內看不到緩解跡象，緊俏供應狀況預計將延續2至3年。"
2026/06/03 23:07,展望,超微(AMD): 2,AMD執行長蘇姿丰罕見談AI職涯建議,AMD執行長蘇姿丰針對AI浪潮下的職涯發展發表看法，認為未來關鍵技能不只是學會使用AI工具，而是需要培養更深層的能力。她強調在AI能完成大量工作的時代，人類仍需具備批判性思考、問題解決與跨領域整合的能力，這番言論為AI時代的人才培育方向提供指引。
2026/06/03 23:06,當下,"輝瑞(PFE): 4
默克(MRK): -2",輝瑞 vs 默克：高股息殖利率與高報酬之爭,輝瑞(PFE)2025財年Q4調整後EPS達0.66美元超預期，提供高股息殖利率吸引力。默克(MRK)2026年Q1財報則因90億美元收購Cidara的費用入帳而承壓。兩家藥廠形成2026年股息投資的鮮明對比：輝瑞偏向高殖利率收益型，默克則透過併購追求更高成長報酬，為殖利率獵人提供不同選擇。
2026/06/03 23:05,展望,,現在投資1000美元的最佳股息ETF,文章推薦一檔具備優質特性的股息ETF，無論在市場動盪或繁榮時期都能引領投資者穩健前行，適合長期持有並追求穩定現金流的投資人。
2026/06/03 23:01,當下,"Alphabet(GOOGL): -6
微軟(MSFT): -2
Meta(META): -2
亞馬遜(AMZN): -2
輝達(NVDA): 4",Alphabet計劃發行800億美元股票 凸顯AI軍備競賽成本飆升,Google母公司Alphabet宣布計劃進行高達800億美元的股票發行，為AI競賽訂下全新的天價成本標籤。即便Alphabet本身擁有強勁的現金流，仍需向華爾街募資以維持AI基礎設施投資的步伐，反映出科技巨頭在AI資本支出上的壓力日益沉重，可能對其每股盈餘產生稀釋效應。
2026/06/03 23:00,當下,"Strategy(MSTR): -7
Coinbase(COIN): -5
MARA Holdings(MARA): -6
Riot Platforms(RIOT): -6",比特幣跌破7萬美元 加密貨幣交易員情緒分析,比特幣本週跌破每枚7萬美元關卡，主因是Michael Saylor的Strategy公司(MSTR)首次出售比特幣，此舉震撼市場。作為長期比特幣多頭，Saylor的賣出動作引發加密貨幣交易員對市場前景的擔憂。Payne Capital Management的Ryan Payne與雅虎財經分析師討論此次拋售後的市場情緒變化，反映出加密市場信心動搖。
2026/06/03 23:00,當下,"Strategy(MSTR): -7
Coinbase(COIN): -5
MicroStrategy相關ETF: -5",比特幣跌破7萬美元，加密交易者情緒轉向,比特幣本週跌破每枚7萬美元關卡，主因長期多頭Michael Saylor旗下的Strategy(MSTR)首次出售比特幣持倉，引發市場對加密貨幣情緒的疑慮。Payne Capital Management的Ryan Payne與分析師討論此舉對加密交易者信心的衝擊。
2026/06/03 22:59,展望,"輝達(NVDA): 8
鴻海(HNHPF): 9
蘋果(AAPL): 2",輝達執行長黃仁勳於台北Computex會見鴻海董事長,輝達CEO黃仁勳在台灣Computex科技展與鴻海董事長會面。鴻海作為蘋果最大iPhone組裝廠，正擴展至電動車與AI資料中心領域，現為輝達AI機架的主要製造商，包括最新Vera Rubin平台。黃仁勳表示，輝達正加速量產Vera Rubin平台（結合Vera CPU與Rubin GPU架構），台灣供應鏈下半年將「非常忙碌」。Computex今年聚焦資料中心產品、機器人及AI製造應用。
2026/06/03 22:54,展望,"輝達(NVDA): 6
微軟(MSFT): 5
Meta(META): 5
谷歌(GOOGL): 5
亞馬遜(AMZN): 4
蘋果(AAPL): 3
特斯拉(TSLA): 2
SPY: -4",你以為持有標普500？其實你大多只擁有幾檔AI股，其餘獲利零成長,RIA Advisors的Lance Roberts在Thoughtful Money節目中提出市場集中度警訊：分析2027年EPS共識預估的年初至今累計變化顯示，標普500指數的獲利成長幾乎全來自少數AI巨頭，其餘成分股的盈餘成長接近零。持有廣泛指數基金的退休投資人實際上高度暴險於少數AI股，分散投資的假象恐掩蓋潛在風險。
