發布時間,類型,個股影響,標題,摘要
2026/06/05 02:12,展望,"輝達(NVDA): 7
超微(AMD): -5
英特爾(INTC): -4
高通(QCOM): -4
微軟(MSFT): 5",輝達推出RTX Spark筆電晶片 押注AI需求從雲端延伸至終端裝置,輝達於台北GTC大會發表針對Windows筆電的RTX Spark晶片，押注AI發展不僅依賴雲端，邊緣運算與終端裝置AI算力需求將同步成長，進一步搶攻AI PC市場。此舉有助於輝達在PC晶片領域與英特爾、超微與高通競爭，並帶動微軟等生態系夥伴受惠。
2026/06/05 02:09,展望,諾基亞(NOK): 5,Nokia股價一年飆漲220%後是否仍具投資價值？,Nokia股價達14.81歐元，近期動能強勁：7日漲9.9%、30日漲30%、年初至今漲168%、過去一年累計漲220.5%。市場關注其在通訊設備領域的戰略地位，但在如此大幅上漲後，投資人需透過多元估值方法檢視其潛在價值與風險，而非僅看股價表面。
2026/06/05 02:08,展望,,SpaceX即將IPO 投資人搶先布局管道曝光,SpaceX預計下週進行首次公開發行(IPO)，市場關注度極高。文章指出投資人可透過特定管道在股票廣泛流通前先行買進，反映散戶對太空產業龍頭上市的高度期待。
2026/06/05 02:07,當下,"邁威爾(MRVL): -3
輝達(NVDA): 2",Cramer對Marvell發出警告,輝達執行長黃仁勳一句話讓Marvell市值單日暴增數百億美元，他預測Marvell將成為下一家市值達1兆美元的公司，交易員立即追捧該股飆漲。然而Jim Cramer對此熱潮發出警告，認為市場反應過度，投資人應審慎看待這種僅憑單一評論驅動的暴漲行情。
2026/06/05 02:00,當下,"微軟(MSFT): 5
輝達(NVDA): 6
Alphabet(GOOGL): 5
Meta(META): 5
亞馬遜(AMZN): 4
蘋果(AAPL): 4",川普簽署縮水版AI行政命令 啟動30天自願審查 對大型科技股影響溫和,川普總統低調簽署一項人工智慧行政命令，內容明顯比市場與科技業遊說團體預期更為溫和。該命令僅啟動為期30天的自願性審查機制，未對大型科技公司施加強制性監管壓力，被視為對Big Tech的利多。
2026/06/05 01:59,當下,"博通(AVGO): -8
輝達(NVDA): -5
超微(AMD): -4
台積電(TSM): -4
美光(MU): -3",6月4日美股盤中：博通疲弱AI晶片指引拖累那斯達克,博通發布疲弱的AI晶片業績指引，重創半導體類股，並引發市場對科技股估值過高的疑慮，那斯達克指數盤中走低。市場情緒同步波及輝達、超微、台積電與美光等半導體相關個股。
2026/06/05 01:55,展望,"TQQQ: 8
QQQ: 6",10年定投TQQQ：1萬本金加每週150美元，竟滾出119萬美元,若於2016年6月6日投入1萬美元購買ProShares UltraPro QQQ三倍槓桿ETF（TQQQ），並每週定額加碼150美元，十年後本金共8.815萬美元可膨脹至約119萬美元。此驚人報酬源於3倍日槓桿搭配納斯達克100指數十年大多頭走勢的複利效應，凸顯槓桿ETF在長期單邊牛市中的爆發力，但同時也暗藏波動損耗風險。
2026/06/05 01:52,當下,"Pinterest(PINS): 7
亞馬遜(AMZN): 5",Pinterest與亞馬遜簽訂40億美元雲端合約 PINS股價跳漲,Pinterest宣布將在2031年前向Amazon Web Services(AWS)支付40億美元採購雲端服務。此長期大額合約消息激勵PINS股價走高，同時也為AWS鎖定一筆穩定的長期雲端營收。
2026/06/05 01:51,展望,輝達(NVDA): 3,NVIDIA被列為當下最具潛力買入股之一,NVIDIA被評選為15檔最具潛力買入股之一。然而據The Elec報導，2026年5月29日NVIDIA推出Rubin CPX的計畫面臨不確定性，該產品為Vera Rubin平台的推論專用GPU，供應鏈活動傳出雜音。利多與供應鏈隱憂並存，整體偏向中性偏多。
2026/06/05 01:51,當下,Progyny(PGNY): 7,Progyny授權2億美元股票回購計畫,Progyny於2026年5月26日宣布，董事會批准最高2億美元的普通股回購計畫，資金將來自公司現有現金餘額。此舉被視為公司對自身股價具信心的訊號，並為股東創造價值，該股也被列為當前最具潛力的15檔買入標的之一。
