發布時間,類型,個股影響,標題,摘要
2026/06/03 13:28,展望,台積電(2330): 9,AI類股帶動高盛看好台股、韓股,高盛看好台股與韓股後市，主因是AI類股持續帶動市場資金與評價提升。相關受惠族群以半導體與AI供應鏈為主。
2026/06/03 13:23,當下,台積電(2330): 8,台股大漲近千點 Computex點燃AI熱潮 高檔震盪續戰新高,台股受Computex帶動AI題材升溫，指數大漲近千點，市場情緒明顯轉強。後續雖仍有高檔震盪，但整體偏向挑戰新高走勢。
2026/06/03 13:17,當下,"華城(1519): 9
士電(1503): 9
中興電(1513): 9
華邦電(2344): 6
群創(3481): 5",盤中快訊》台股大漲逾900點攻46465！華城、士電、中興電齊攻漲停，華邦電、群創怎麼了？,台股盤中大漲逾900點，指數攻上46465點。重電族群華城、士電、中興電強勢亮燈漲停，市場也關注華邦電與群創的盤中表現。
2026/06/03 13:13,當下,台積電(2330): 8,AI與半導體燒 2檔百億級台股市值型ETF今年漲逾83％ - 工商時報,AI與半導體題材持續升溫，帶動兩檔百億級台股市值型ETF今年以來漲幅超過83％。市場資金明顯聚焦大型權值股與相關供應鏈，推升ETF表現。
2026/06/03 13:10,當下,國巨(2327): 6,【Hot台股】國巨遭分盤處置跌逾4%！網喊「還不快上車」 分析師：可先進場試單 - Yahoo股市,國巨因遭分盤處置，股價盤中下跌逾4%，引發市場關注與網友熱議。分析師認為投資人可先以試單方式進場，但需留意分盤處置對短線交易的影響。
2026/06/03 12:55,當下,聯電(2303): 6,遭00919踢出成分股！聯電挫跌逾半根停板 分析師：這群人先別殺低,聯電遭00919踢出成分股後股價明顯走弱，盤中一度跌逾半根停板。分析師提醒短線賣壓可能來自被動資金調整，投資人不宜追殺低。
2026/06/03 12:49,展望,台積電(2330): 8,"高盛喊加碼台股！看好AI紅利延續至2028年後目標51,000點","高盛看好台股受AI題材帶動，維持加碼觀點，並認為相關紅利可延續至2028年後。報告同步上看台股長線目標至51,000點，市場聚焦AI供應鏈後續表現。"
2026/06/03 12:45,展望,台積電(2330): 8,加碼北亞市場！高盛上調台、韓股市目標水位 看好台股漲破51000點 KOSPI衝上12000點,高盛上調台灣與韓國股市目標水位，對北亞市場維持正向看法。報告預期台股後市仍有上行空間，目標可望挑戰51000點。
2026/06/03 12:36,展望,台積電(2330): 8,台股5萬點不是夢？黎方國：八大利多加持「沒有最高只有更高」 - 經濟日報,文章指出在八大利多加持下，市場對台股後市持續看多，甚至出現挑戰5萬點的樂觀預期。整體論述偏向長線展望，強調台股仍有上行空間。
2026/06/03 12:35,當下,台積電(2330): 8,台股逼近46K卻巨震1046點！AI資金熱到發燙市場開始測試台灣新高承受力,台股在逼近46K的高檔區間出現劇烈震盪，盤中波動達1046點，反映市場對高檔承接力的測試。AI題材資金持續火熱，成為推升指數的重要動能。
