發布時間,類型,個股影響,標題,摘要
2026/06/04 07:28,當下,,油價飆升、美股熄火衝擊盤前情緒，台指夜盤重挫320點 台股今早開盤承壓,受國際油價飆升與美股收黑影響，台指期夜盤急跌320點，市場對台股今日開盤偏空看待，盤面恐面臨明顯回檔壓力。
2026/06/04 06:35,當下,,台股4天狂飆2824點衝上4萬6，99檔注意與處置股同步暴增,台股近期漲勢凌厲，短短4天大漲2824點並站上4萬6000點大關，但市場交易也明顯過熱，上市櫃共有99檔股票被列入注意及處置名單，短線追價風險升高。
2026/06/03 22:21,展望,,台股是否已進末升段？謝金河點出兩大關鍵觀察後市,針對台股是否已來到波段高檔或末升段的疑慮，謝金河提出兩大關鍵指標，作為判斷後續行情是否還有續航力的重要依據。
2026/06/03 18:51,當下,,台股站上4萬6再創歷史高點，外資續買433億元點火資金行情,台股加權指數再創4萬6000點歷史新高，外資也持續買超433億元，顯示資金行情仍相當強勁，市場多頭氣氛延續。
2026/06/03 18:00,展望,,三大利多助攻，6月台股行情挑戰4萬6000點大關,在三大利多因素加持下，市場普遍看好6月台股仍有機會延續漲勢，進一步挑戰4萬6000點整數關卡。
2026/06/03 17:32,展望,,谷月涵自曝零持股談風險，市場卻熱議台股仍有再創高可能,寬量國際策略長谷月涵自曝已無持股，提醒投資人別賺最後一滴水，雖然言論偏向風險警示，但市場反而熱議台股高檔仍有續強想像空間。
2026/06/03 14:01,當下,,台股強漲卻讓部分投資人焦慮，紙上富貴與怕賣飛成最大心魔,台股大漲之際，部分投資人反而因擔心持股只是紙上富貴，或害怕過早賣出錯失後續漲幅而陷入焦慮，顯示高檔行情下散戶心態分歧。
2026/06/03 12:36,展望,,台股上看5萬點？市場在八大利多加持下喊出更高想像,在多項利多因素支撐下，市場對台股後市愈來愈樂觀，部分看法甚至認為上看5萬點並非遙不可及，整體氛圍仍偏強勢。
2026/06/03 11:35,當下,,台股大漲引爆投資人焦慮，紙上富貴與怕賣飛成共同心聲,台股指數持續上攻，卻有不少投資人陷入「紙上富貴」與「怕賣飛」的拉扯情緒，顯示行情愈熱，散戶反而愈容易焦躁不安。
2026/06/03 11:34,展望,,台股剛超車印度，專家看好後市並建議把握加碼機會,台股市值表現超越印度後，引發市場關注，專家也從市況與結構面解讀，認為現階段仍有延續強勢的條件，並建議投資人可伺機加碼。
2026/06/03 10:15,當下,台積電(2330): 9,台積電開盤創天價領軍，台股飆漲逾850點直奔4萬6400點,台積電開盤即創歷史新高，強勢帶動台股大盤狂飆逾850點，指數一度直逼4萬6400點關卡，成為今日盤面最強主軸。
