發布時間,類型,個股影響,標題,摘要
2026/06/04 08:45,展望,"南亞科(2408): 7
信邦(3023): 7
邁達特(6112): 7",台股衝上4萬6創高，重電、證券輪動接棒，南亞科等月營收寫下近一年新高,台股在土洋法人連四日買超帶動下強勢衝上4萬6千點歷史新高，盤面資金由重電、證券族群接棒輪動。南亞科、信邦、邁達特等個股也同步繳出月營收創近12個月新高的亮眼成績，成為市場焦點。
2026/06/04 06:35,當下,,台股4天暴衝逾2800點、站上4萬6，多達99檔列注意或處置,台股近期走勢極度火熱，短短4天大漲2824點並站上4萬6千點關卡。隨著行情急升，市場也有多達99檔上市櫃個股因波動劇烈而被列入注意股或處置名單。
2026/06/04 04:00,展望,,台股多頭行情未歇，6月恐先漲後震盪，專家教戰期現貨操作,市場普遍認為台股多頭仍未到站，但6月走勢可能進入先漲後震盪的節奏。法人與專家也同步提出期現貨操作心法，提醒投資人高檔布局仍須留意波動風險。
2026/06/04 01:53,展望,,台股急漲引發末升段疑慮，谷月涵與謝金河同籲留意高檔風險,台股大漲後市場對是否已進入末升段議論升溫，谷月涵示警行情已到末升段，提醒投資人留意泡沫風險；謝金河則呼籲股民關注後續兩大關鍵指標，審慎看待高檔行情。
2026/06/03 20:45,展望,,台股衝高後還能不能追？專家提醒高檔最忌諱的錯誤動作,面對台股衝上高檔區，市場關注此時是否還能進場。專家提醒，投資人在高點最怕的不是單純買貴，而是因情緒失控做出錯誤動作，反而對資產造成更大傷害。
2026/06/03 18:51,當下,,台股站上4萬6再創新高，外資續買433億元助攻,台股今日正式站上4萬6千點並刷新歷史新高，外資同步延續買超力道，單日買超達433億元，成為推升大盤的重要動能。
2026/06/03 18:00,展望,,三大利多發酵，台股6月行情挑戰4萬6千點大關,在三大利多因素持續發酵下，市場對台股6月表現維持樂觀，看好指數有機會進一步挑戰4萬6千點整數關卡。
2026/06/03 17:41,當下,,台股暴衝逾900點站穩4萬6，外資追高、散戶擔憂後市震盪,台股早盤強勢大漲逾900點，順利站穩4萬6千點大關，外資也再度追價。不過在指數急速走高後，部分投資人開始擔心高檔震盪與短線回檔風險。
2026/06/03 17:32,展望,,谷月涵自曝零持股示警別賺最後一滴水，台股5萬點反指標聲再起,谷月涵自曝目前零持股，提醒投資人不要企圖賺到最後一滴水，暗示高檔行情可能接近尾聲。消息一出引發市場熱議，也有網友戲稱這反而是台股續漲的反指標。
2026/06/03 14:01,當下,,台股大漲卻引發焦慮，投資人最怕賣飛、看得到吃不到,台股飆漲創高，但不少投資人反而感到不快樂，主因是帳面獲利多屬未實現的紙上富貴，且普遍擔心一賣出就錯過後續漲勢，形成高檔行情下的焦慮情緒。
2026/06/03 13:10,當下,國巨(2327): -3,國巨遭分盤處置股價跌逾4%，市場分歧看待後市,國巨因遭分盤處置，股價盤中下跌逾4%。雖然市場觀點分歧，但仍有網友與分析師認為，短線修正反而可能提供試單機會。
2026/06/03 12:36,展望,,台股上看5萬點不是夢，法人點出八大利多支撐多頭續航,統一投顧董事長黎方國指出，台股在八大利多支撐下仍有續漲空間，甚至不排除挑戰5萬點的可能，市場多頭氣氛持續升溫。
2026/06/03 11:35,當下,,台股大漲卻有人不快樂，紙上富貴與賣飛焦慮成市場共感,隨著台股持續創高，不少投資人一方面帳面獲利增加，另一方面卻因擔心賣在起漲點而心情矛盾，市場掀起對「紙上富貴」與賣飛焦慮的討論。
2026/06/03 11:34,當下,,台股超車印度後再受關注，市場情緒轉向追價布局,台股近期表現強勢，市值與表現雙雙受到市場矚目，甚至超越印度股市。分析師認為眼下仍有後續行情可期，呼籲投資人把握市場節奏。
2026/06/03 10:15,當下,台積電(2330): 9,台積電開盤創天價帶動台股飆漲，指數直奔4萬6千點,台積電開盤即刷新歷史天價，成為推升大盤的最強引擎，帶動台股早盤大漲逾850點，指數一路直奔4萬6千點關卡。
2026/06/03 10:04,當下,,台股開戶數突破1500萬，年輕族群參與度持續升溫,台股開戶總數正式突破1500萬戶，且0至19歲族群的開戶數明顯成長，顯示台股投資人口持續年輕化。
