發布時間,類型,個股影響,標題,摘要
2026/06/05 10:18,當下,台積電(2330): 9,台股早盤一度跌近千點 台積電回檔與美股壓力夾擊盤勢,台股今早盤面承受美股回檔與外資賣壓影響，一度重挫近千點，權值股台積電同步下跌，成為壓抑大盤的主要因素。盤中雖一度有撐盤與反彈跡象，但整體市場仍籠罩在急跌修正氛圍中。
2026/06/04 07:28,展望,,油價飆升、美股熄火 台指夜盤急跌 台股開盤恐面臨賣壓,受油價飆升與美股轉弱影響，台指期夜盤大跌，市場預期今日台股開盤將承受明顯下行壓力，短線波動恐進一步加劇。
2026/06/04 06:35,當下,,台股四天狂飆逾2800點站上4萬6 注意股與處置股數量暴增,台股近期多頭火力全開，短短4天狂漲2824點、衝上4萬6千點大關，市場情緒持續升溫。不過隨著漲勢過快，上市櫃已有99檔個股列入注意或處置名單，顯示高檔交易風險也同步升高。
2026/06/04 04:00,展望,,台股多頭續攻但高檔震盪升溫 專家齊示警末升段風險,多位市場人士看好台股6月行情仍有上攻空間，但也提醒指數已進入高檔震盪區，甚至出現末升段疑慮。整體觀點普遍認為多頭未必結束，但投資人應提高風險意識，避免追高後承受劇烈波動。
2026/06/03 18:51,當下,,台股衝上4萬6創新高 外資連續大買推升多頭氣勢,台股指數續創歷史新高，正式站上4萬6千點關卡，盤面多頭氣勢強勁。外資單日再度大舉加碼，買超金額達433億元，成為推升行情的重要火力。
2026/06/03 18:00,展望,,三大利多推升台股 6月仍有機會挑戰4萬6千點大關,市場認為台股在三大利多發酵下，6月行情仍具延續動能，指數有望持續向4萬6千點大關邁進。投資人雖對高檔風險保持戒心，但整體看法仍偏向多頭延伸。
2026/06/03 17:32,展望,,谷月涵零持股示警別賺最後一滴水 台股高檔風險再掀討論,寬量國際策略長谷月涵透露自己目前零持股，並提醒投資人「別賺最後一滴水」，引發市場對台股是否接近高點的熱議。雖然說法偏保守，但也再次凸顯高檔操作需要更謹慎。
2026/06/03 14:01,當下,,台股大漲引發投資人焦慮 怕賣飛與紙上富貴成熱門心聲,在台股持續大漲的背景下，不少投資人反而感到焦慮，擔心帳上獲利只是紙上富貴，也害怕一賣就錯過後續漲幅。市場熱度雖高，但散戶心理壓力也同步升高。
2026/06/03 13:10,當下,國巨(2327): -4,國巨遭分盤處置股價走弱 分析師建議可先布局試單,國巨因遭列分盤處置，股價承壓下跌逾4%，市場對是否趁跌進場出現熱烈討論。分析師則認為，在風險可控前提下，可考慮先以試單方式觀察。
2026/06/03 08:51,展望,"台積電(2330): 7
富世達(6805): 6
旺宏(2337): 5
藥華藥(6446): 6",COMPUTEX題材持續加持台積電與伺服器鏈 櫃買震盪下業績股受關注,COMPUTEX展題材持續延燒，台積電與伺服器代工族群仍是盤面焦點，但櫃買市場則面臨較劇烈洗盤。市場資金轉向業績與法人買超明確的標的，富世達、旺宏、藥華藥等個股成為觀察焦點。
2026/06/02 23:24,展望,,外資持股台股市值占比逼近五成 後市挑戰外資過半引關注,外資占台股市值比重已逼近五成，創下49.99%的歷史新高，市場開始關注是否將邁入外資持股過半的新時代。這也反映台股國際化程度持續提升。
2026/06/02 23:06,當下,,台股衝高後出現慘綠對帳單 網友熱議漲多個股回檔風險,在台股持續創高的氛圍下，部分投資人卻因持股重挫而帳面慘綠，相關對帳單在網路上引發熱烈討論。市場在歡樂氛圍之外，也開始浮現漲多回檔與操作風險的壓力。
2026/06/02 22:36,展望,,台股狂飆帶動證交稅暴增 普發現金常態化討論升溫,台股近期強勢推升證交稅收大幅成長，市場也因此延伸聯想到政府未來普發現金政策可能常態化。股市熱潮不僅活絡資本市場，也可能對財政政策形成新影響。
2026/06/02 14:50,當下,台積電(2330): 8,台積電創高帶動台股收盤同寫新猷 指數站上45557點,台股在震盪後走高，台積電收在2380元創下歷史新高，連帶推升加權指數收在45557點，雙雙改寫收盤紀錄。權值股強勢表現成為盤面創高的關鍵。
2026/06/02 12:58,展望,,台股衝破4萬5創高後遭示警 回檔修正風險升溫,台股衝上4萬5千點後持續受市場關注，但中經院等專家也同步提醒漲速過快，後續可能面臨回檔修正。高檔警訊雖多，市場熱度卻仍居高不下。
2026/06/05 08:53,展望,"群創(3481): -2
友達(2409): -2
彩晶(6116): -2",面板低價股急漲引發警訊 群創友達彩晶熱潮再受檢視,近期面板低價股強勢飆升，群創甚至連拉漲停，帶動友達、彩晶等個股同步吸引目光。不過財經專家提醒，低價股快速走高雖然熱度高，但追價風險也明顯升高，投資人仍需留意盤勢變化。
2026/06/05 08:45,當下,台積電(2330): 8,台股市值超車印度引發國際關注 台積電與政策紅利成關鍵,台股市值超越印度後，引發印度媒體與菁英廣泛討論，外界普遍將原因歸結於台積電的全球競爭力，以及台灣市場監理與公司治理環境的支撐。這也讓台股在國際資本市場的地位再度升高。
2026/06/05 08:35,展望,,高殖利率股掀搶息潮 台股盤面資金聚焦航運與配息族群,隨著除權息旺季到來，市場資金積極追捧高殖利率概念股，形成明顯搶息行情。盤面資金流向也反映投資人偏好現金殖利率與穩定配息題材。
2026/06/05 08:31,當下,"日月光投控(3711): -7
聯電(2303): -7",費半重挫拖累ADR表現 日月光與聯電同步承壓,費城半導體指數大跌，拖累相關台股ADR走弱，其中日月光投控與聯電ADR重挫最為明顯。半導體族群的海外表現轉弱，也替台股後續開盤增添壓力。
2026/06/05 08:10,展望,"聯發科(2454): 8
台積電(2330): 5",外資最新加碼名單曝光 聯發科與台積電等台股入列,外資在台積電與SK海力士持股接近滿倉後，最新加碼名單開始轉向其他標的，聯發科等4檔台股入列。這顯示外資資金仍持續在大型權值與成長股間布局。
2026/06/05 08:06,展望,,台股創高後引發泡沫疑慮 AI價值重估成關鍵觀察,台股站上4萬多點後，市場對行情是真成長還是泡沫的討論升溫。報導指出，AI產業的價值重估將成為判斷台股後續走勢的重要關鍵，攸關多頭能否延續。
2026/06/05 08:00,展望,,千金股漲勢暫歇 市場資金輪動瞄準下一波接棒族群,分析師觀察到台股資金正從高價千金股轉向其他族群，顯示盤面開始進入輪動階段。後續若千金股漲勢放緩，接棒族群將成市場焦點。
2026/06/05 08:00,展望,台積電(2330): 7,台股高檔何時下車成焦點 達人示警訊號並建議回頭布局台積電,面對台股高檔震盪，市場開始關注何時該獲利了結。達人提醒兩大出場警訊，並建議投資人可把握時點反手回補台積電，等待後續行情。
2026/06/05 07:44,當下,,博通財報不佳拖累半導體 台股失守4萬6大關,博通財報表現不如預期，拖累費半與晶片股同步下跌，台股也因此承受賣壓，指數明顯回落並失守4萬6千點關卡。半導體族群成為此次震盪的主因。
2026/06/05 07:27,展望,,博通引發費半震盪 台股盤前力拚止跌回穩,美股受博通重挫拖累，費城半導體指數大跌逾2%，但台指期夜盤仍小幅上漲，顯示台股盤前仍在尋找止跌契機。市場後續將觀察權值與電子族群能否接棒穩盤。
2026/06/05 07:15,當下,"金居(8358): -3
迎輝(3523): -3",台股新增六檔處置股 金居與迎輝列入20分撮合,證交所公告最新處置股票名單，台股新增六檔個股列入監管，其中金居與迎輝因觸及標準，改採20分鐘撮合一次交易。市場對這類高波動個股的交易風險也因此提高警覺。
2026/06/05 07:14,當下,,LME基本金屬多數下跌 期銅逆勢小漲0.6%,倫敦金屬交易所基本金屬行情普遍承壓，多數品項下跌，僅期銅逆勢上漲0.6%。金屬價格走勢分歧，後續仍受全球景氣與需求預期牽動。
2026/06/05 06:44,當下,,博通重挫拖累晶片股 資金輪動加劇台股震盪,博通股價重挫後，半導體晶片股承受壓力，市場資金也加速輪動，使台股波動進一步放大。短線電子族群的表現成為盤勢關鍵。
2026/06/05 06:25,當下,,外資大舉賣超756億元 AI股與金融股成提款重災區,外資在台股市場大幅賣超756億元，賣壓集中於AI概念股與部分金融股，顯示資金風向已出現明顯降溫。短線台股後續走勢將更考驗內資承接力道。
2026/06/05 06:14,當下,,台股主動型ETF規模持續膨脹 不配息回測數據受市場關注,台股主動型ETF規模持續增加，市場也開始關注不配息產品的歷史回測表現。隨著投資人配置策略多元化，ETF市場競爭與話題性同步升溫。
2026/06/05 06:10,展望,"台積電(2330): 9
鴻海(2317): 7",台積電營運展望亮眼 鴻海攜手英特爾推進三大AI應用,台積電釋出強勁營運展望，並喊出請股東持續加碼持股，顯示對後市信心十足。另一方面，鴻海也宣布攜手英特爾推動三大AI應用，權值與AI題材雙雙成為市場焦點。
2026/06/05 04:12,當下,,外資大賣壓抑電子股 法人認為台股仍屬健康修正,外資大舉賣超使電子族群普遍回檔，但法人認為大盤多頭均線架構並未被破壞，這波下跌仍屬多頭走勢中的健康修正。市場短線雖震盪，但整體趨勢尚未翻空。
2026/06/05 04:09,當下,,台股交投熱度不減 日均量連25天站穩兆元,台股市場持續維持高度熱絡，日均成交量已連續25個交易日突破1兆元，顯示資金動能依舊充沛。成交值維持高檔，也反映市場參與度與人氣不減。
2026/06/05 04:00,當下,,台股搶息潮升溫 高殖利率股與ETF成資金焦點,隨著除權息旺季啟動，台股盤面掀起搶息潮，高殖利率股與ETF成為資金追逐焦點。市場資金布局也明顯朝向配息題材與穩健收益族群集中。
2026/06/05 04:00,展望,,台股漲多進入整理期 短線操作宜逢高減碼,由於台股近來漲幅已大，盤勢開始進入高檔整理。法人建議短線投資人可考慮逢高減碼，保留資金彈性以因應可能的拉回波動。
2026/06/05 04:00,當下,,台股ETF除息秀開跑 市場聚焦配息表現,台股ETF除息季正式展開，市場與投資人高度關注各檔ETF的配息結果與後續填息表現。除息題材也讓相關ETF再度成為盤面焦點。
2026/06/05 04:00,當下,,AI與半導體熱度升溫 帶動百億級台股市值型ETF走強,AI與半導體題材持續升溫，連帶推升百億級台股市值型ETF表現走強。資金持續流向核心權值與科技主軸，也反映市場對相關產業的長線信心。
2026/06/05 04:00,當下,,高檔震盪下國家隊加碼台股ETF 穩盤與布局意味濃厚,台股處於高檔震盪階段之際，國家隊與官股資金持續加碼台股ETF，顯示護盤與中長線布局並行。此舉也被視為市場維持信心的重要支撐。
2026/06/05 04:00,當下,,5月牛市推升台股基金績效 主動型基金表現亮眼,受5月台股牛市行情帶動，台股主動型基金績效普遍大幅提升，投資表現相當亮眼。這也反映出在多頭市場中，主動操作策略仍具表現空間。
2026/06/05 04:00,當下,,6檔台股市值型ETF帶頭衝鋒 市場人氣持續聚焦,多檔台股市值型ETF近期表現亮眼，成為市場多頭氣氛下的重要領漲族群。投資人資金持續湧入，也讓相關ETF成為追蹤焦點。
2026/06/05 04:00,當下,"光聖(6442): 7
致茂(2360): 7",台股拉回時外資逆勢加碼15檔 半數集中電子股,在台股拉回整理之際，外資仍逆勢買超15檔個股，其中半數集中於電子族群，顯示資金布局並未全面撤出。光聖與致茂則成為外資重倉加碼的焦點標的。
2026/06/05 04:00,當下,,台股暴衝帶動壽險獲利創高 4月賺進981億元,台股大漲帶動投資收益大幅提升，壽險業4月獲利衝上981億元，改寫單月新高。股市多頭也直接反映在金融與保險業的資產收益表現上。
2026/06/05 01:06,展望,,台股站上4萬6後高檔過熱疑慮升溫 ETF與高股息配置受檢視,隨著台股攀上4萬6千點，市場開始關注三大指標是否顯示過熱，尤其剛進場的ETF投資人更需要重新檢視配置。高股息ETF是否需要換股、以及後續如何應對波動，成為投資人關心焦點。
2026/06/04 22:17,當下,台積電(2330): -8,台股重挫781點 台積電跌40元拖累大盤,台股今日大幅回檔，盤中與收盤皆出現明顯賣壓，終場重挫781點。權值股台積電下跌40元成為主要拖累，市場信心同步受到衝擊。
2026/06/04 19:53,當下,台積電(2330): -1,三星搶單傳聞引發台股震盪 分析師呼籲勿過度恐慌,市場傳出三星搶單台積電的消息，引發台股短線震盪與投資人擔憂。分析師隨即出面澄清並提醒，相關傳聞尚未足以改變整體趨勢，投資人不宜急著清空持股。
2026/06/04 19:08,展望,群益臺灣加權正2(00685L): 1,群益臺灣加權正2宣布拆股 6月30日為最後交易日,台股槓桿型ETF群益臺灣加權正2宣布將進行基金分割，單張交易門檻可望大幅降低至約1.2萬元。公司同時公告6月30日為分割前最後交易日，市場關注後續流動性變化。
2026/06/04 19:00,當下,金居(8358): -3,金居列入最新處置名單 明起到6月18日受監管,證交所公布最新處置名單，PCB銅箔廠金居遭列入處置股，明起至6月18日將受交易監管。高波動個股再受壓抑，也提醒市場留意短線過熱風險。
2026/06/04 18:59,當下,"仁寶(2324): -6
宏碁(2353): -5",台股漲多後外資急轉賣 仁寶與宏碁成減碼重點,隨著台股漲勢過快，外資開始大幅調節持股，賣超金額達756億元以降溫市場。近期漲幅較多的仁寶與宏碁成為主要減碼標的，反映資金正在重新整理布局。
2026/06/04 18:54,當下,,阮慕驊公開台股對帳單大賺2056萬 交易手法引發熱議,財經專家阮慕驊公開其台股對帳單，帳面獲利高達2056萬元，明細中的交易方式也引發市場討論。高獲利案例再度成為台股熱潮中的話題焦點。
