發布時間,類型,個股影響,標題,摘要
2026/06/04 17:51,當下,"博通(AVGO): -9
輝達(NVDA): 6
超微(AMD): 3",博通營收不如預期，AI熱潮押注蒙陰影,"博通週四盤前股價暴跌約12%，因季度營收未達市場預期，且AI業務動能未能滿足投資人高度期待。若跌勢延續，以目前418.83美元計算，市值恐蒸發逾2,850億美元。博通與輝達在AI晶片市場競爭加劇，輝達GPU仍為AI運算的黃金標準，凸顯頂級AI晶片市場競爭白熱化。"
2026/06/04 17:49,展望,"台積電(TSM): 8
輝達(NVDA): 6
蘋果(AAPL): -2
超微(AMD): 5
博通(AVGO): 5",台積電看好AI長期成長 執行長魏哲家暗示有意調漲晶片價格,全球最大晶圓代工廠台積電於股東會表達對未來幾年成長的信心，受惠於AI熱潮帶動的算力與先進半導體強勁需求。執行長魏哲家表示客戶對AI前景仍樂觀，並坦言公司「想要」調漲價格，因「仍需賺錢」，同時持續關注零組件成本上升的影響。他指出，要以美國產能完全滿足美國客戶需求仍需「非常長的時間」，並看好自駕車為長期成長動能。然而，中國對台軍事壓力升高為潛在政治風險。
2026/06/04 17:48,當下,"輝達(NVDA): 8
戴爾(DELL): 9
博通(AVGO): -8
Alphabet(GOOGL): 7
波克夏(BRK.B): 5
微軟(MSFT): 2
亞馬遜(AMZN): 3",AI週報：黃仁勳Computex閃耀、Anthropic啟動IPO,輝達執行長黃仁勳在台北Computex展上發表新款Vera CPU及RTX Spark PC晶片，將AI能力直接導入筆電與桌機，與三星、SK海力士高層會晤。戴爾因AI伺服器需求強勁，大幅上調年度營收預測至1690億美元，受惠於科技巨頭今年逾7000億美元的AI基建支出。Anthropic申請IPO，搶在OpenAI之前上市，最新估值近1兆美元。博通財報後股價暴跌13%，因第二季營收與第三季AI晶片營收展望160億美元略低於預期，但長期1000億美元AI晶片銷售預測不變。Alphabet計劃發行800億美元股票融資擴張AI基建，其中波克夏海瑟威投資100億美元，巴菲特背書其AI與雲端策略。
2026/06/04 17:40,當下,"博通(AVGO): 2
CrowdStrike(CRWD): 2
台積電(TSM): 2
輝達(NVDA): 2
MicroStrategy(MSTR): 1
BMNR: 1",那指、標普500、道瓊期貨漲跌互見 投資人關注就業報告與伊朗局勢 AVGO、CRWD、TSM、NVDA、MSTR、BMNR成焦點,美股期貨表現分歧，投資人靜待今日初領失業金人數及Challenger裁員報告，並聚焦週五非農就業數據。同時中東伊朗緊張局勢牽動市場情緒。博通(AVGO)、CrowdStrike(CRWD)、台積電(TSM)、輝達(NVDA)、MicroStrategy(MSTR)及BMNR成為盤前焦點個股。
2026/06/04 17:26,展望,,聯準會主席Kevin Warsh的七字警語恐令華爾街膽寒,市場長期仰賴聯準會政策的可預測性，但新任Fed主席Kevin Warsh的言論暗示，這種華爾街珍視的政策連貫性與透明度即將成為歷史。未來貨幣政策可能轉向更不確定、更難預測的方向，恐對股市估值與風險溢酬造成衝擊。
2026/06/04 17:25,展望,"波克夏(BRK.B): 5
蘋果(AAPL): 4
美國運通(AXP): 4",波克夏近36%持倉集中於這兩檔股票，現在還能買進嗎？,波克夏海瑟威投資組合中近36%集中於兩檔股票，這兩家公司皆擁有難以在短期內複製的競爭優勢（護城河）。文章探討在當前估值下是否仍具買入價值，凸顯巴菲特長期持有優質企業的投資哲學。
2026/06/04 16:56,展望,"輝達(NVDA): 6
Alphabet(GOOGL): 5
Meta(META): 5
戴爾(DELL): 6
慧與科技(HPE): 5
甲骨文(ORCL): 5",Zacks投資焦點：輝達、Alphabet、Meta、戴爾、惠普企業與甲骨文,Zacks投資點子專欄將輝達、Alphabet、Meta、戴爾、惠普企業及甲骨文列為焦點標的，反映市場對AI基礎設施與雲端運算供應鏈龍頭的持續關注，這些公司在AI伺服器、雲端服務及大型語言模型布局上具備領先優勢。
2026/06/04 16:35,展望,"Alphabet(GOOGL): 8
輝達(NVDA): -4",Anthropic 大舉採購 Alphabet TPU 晶片，雙方合作深化,AI 新創公司 Anthropic 宣布計劃大量採購 Alphabet 自研的 TPU（張量處理單元）晶片，此舉將顯著提升 Alphabet 在 AI 晶片市場的地位，並挑戰 NVIDIA 在 AI 運算領域的主導地位。對 Alphabet 雲端與晶片業務是重大利多，但可能對 NVIDIA 構成競爭威脅。
2026/06/04 16:32,展望,Chewy(CHWY): 6,Chewy財報即將公布，逢低布局時機浮現,Chewy(CHWY)股價在財報公布前夕已逼近52週低點，市場情緒低迷反而提供逢低買進機會。分析師認為當前估值已反映悲觀預期，財報公布前進場具吸引力。
2026/06/04 16:25,展望,"輝達(NVDA): 6
銥星通訊(IRDM): 7
AST太空行動(ASTS): 7
火箭實驗室(RKLB): 7",AI軍備競賽將延伸至太空 兩檔潛力股值得提前布局,AI競爭正從地面延伸到軌道太空領域，相關基礎設施與運算需求可望成為下一個成長動能。市場目前尚未將太空AI的成長潛力反映在股價中，為投資人提供提前卡位的機會。文章點名兩檔有望受惠於太空AI軍備競賽的個股，認為其成長空間被低估。
